"","id","landscape","position","row","column","initial.species","extinctions","distance2nonextinct","connectivity2nonextinct"
"444",444,28,12,3,4,"Col",FALSE,0,NA
"445",445,28,13,4,1,"Ble",TRUE,2,0
"446",446,28,14,4,2,"Ble",TRUE,1,1
"447",447,28,15,4,3,"Col",FALSE,0,NA
"448",448,28,16,4,4,"Col",FALSE,0,NA
"449",449,29,1,1,1,"Ble",FALSE,0,NA
"450",450,29,2,1,2,"Tet",TRUE,1,3
"451",451,29,3,1,3,"Tet",FALSE,0,NA
"452",452,29,4,1,4,"Ble",TRUE,1,2
"453",453,29,5,2,1,"Col",TRUE,1,3
"454",454,29,6,2,2,"Tet",FALSE,0,NA
"455",455,29,7,2,3,"Ble",TRUE,1,4
"456",456,29,8,2,4,"Col",FALSE,0,NA
"457",457,29,9,3,1,"Ble",FALSE,0,NA
"458",458,29,10,3,2,"Col",TRUE,1,4
"459",459,29,11,3,3,"Tet",FALSE,0,NA
"460",460,29,12,3,4,"Tet",TRUE,1,3
"461",461,29,13,4,1,"Col",TRUE,1,2
"462",462,29,14,4,2,"Col",FALSE,0,NA
"463",463,29,15,4,3,"Ble",TRUE,1,3
"464",464,29,16,4,4,"Col",FALSE,0,NA
"465",465,30,1,1,1,"Ble",TRUE,2,0
"466",466,30,2,1,2,"Ble",TRUE,1,1
"467",467,30,3,1,3,"Ble",FALSE,0,NA
"468",468,30,4,1,4,"Ble",FALSE,0,NA
"469",469,30,5,2,1,"Col",TRUE,2,0
"470",470,30,6,2,2,"Tet",TRUE,1,1
"471",471,30,7,2,3,"Tet",FALSE,0,NA
"472",472,30,8,2,4,"Col",FALSE,0,NA
"473",473,30,9,3,1,"Tet",TRUE,2,0
"474",474,30,10,3,2,"Tet",TRUE,1,1
"475",475,30,11,3,3,"Col",FALSE,0,NA
"476",476,30,12,3,4,"Ble",FALSE,0,NA
"477",477,30,13,4,1,"Ble",TRUE,2,0
"478",478,30,14,4,2,"Col",TRUE,1,1
"479",479,30,15,4,3,"Tet",FALSE,0,NA
"480",480,30,16,4,4,"Col",FALSE,0,NA
"481",481,31,1,1,1,"Col",FALSE,0,NA
"482",482,31,2,1,2,"Tet",FALSE,0,NA
"483",483,31,3,1,3,"Col",FALSE,0,NA
"484",484,31,4,1,4,"Tet",FALSE,0,NA
"485",485,31,5,2,1,"Ble",FALSE,0,NA
"486",486,31,6,2,2,"Ble",FALSE,0,NA
"487",487,31,7,2,3,"Col",FALSE,0,NA
"488",488,31,8,2,4,"Col",FALSE,0,NA
"489",489,31,9,3,1,"Ble",FALSE,0,NA
"490",490,31,10,3,2,"Tet",FALSE,0,NA
"491",491,31,11,3,3,"Tet",FALSE,0,NA
"492",492,31,12,3,4,"Ble",FALSE,0,NA
"493",493,31,13,4,1,"Col",FALSE,0,NA
"494",494,31,14,4,2,"Tet",FALSE,0,NA
"495",495,31,15,4,3,"Tet",FALSE,0,NA
"496",496,31,16,4,4,"Ble",FALSE,0,NA
"497",497,32,1,1,1,"Tet",FALSE,0,NA
"498",498,32,2,1,2,"Col",FALSE,0,NA
"499",499,32,3,1,3,"Tet",FALSE,0,NA
